,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,1.2581372529000001,1.2200118816,1.1818865103,1.143761139,1.1056357677,1.0675103964,1.0293850251,0.9912596538,0.9455092082400001,0.9150089111999999,0.8845086141599999,0.8540083171200001,0.82350802008,0.79300772304,0.762507426,0.7235331062500001,0.6845587865,0.6455844669999999,0.608284514,0.5709845615,0.5336846085,0.49638465625,0.45908470325,0.42178475075,0.378523072,0.33526139325,0.29199971449999995,0.248738036,0.20547635725000002,0.1622146785,0.12130498675,0.08039529449999999,0.03948560225
1,1.2561527438625002,1.2180875092,1.1800222745375,1.1419570398749999,1.1038918052125,1.0658265705499999,1.0277613358875002,0.9896961012250001,0.9440178196299999,0.9135656319000001,0.8831134441699999,0.85266125644,0.8222090687100001,0.79175688098,0.7613046932499999,0.7222596244999999,0.683214556,0.64416948725,0.60722683575,0.57028418375,0.5333415317500001,0.49639888050000003,0.45945622875000003,0.4225135765,0.37975680074999996,0.33700002425000003,0.294243248,0.251486472,0.20872969549999998,0.16597291925000002,0.12274100475,0.07950909025,0.036277176
2,1.2592888633875001,1.2211285948000001,1.1829683262125001,1.144808057625,1.1066477890375,1.06848752045,1.0303272518625002,0.9921669832750001,0.9463746609699999,0.9158464461,0.88531823123,0.85479001636,0.8242618014900001,0.79373358662,0.76320537175,0.72427210725,0.6853388432499999,0.6464055792500001,0.60942679975,0.572448021,0.53546924175,0.49849046275,0.46151168350000005,0.42453290425,0.382581013,0.34062912175000004,0.2986772305,0.256725339,0.21477344775,0.17282155674999997,0.12682888925,0.0808362225,0.03484355525
3,1.2733587161625,1.2347720884,1.1961854606375,1.1575988328749998,1.1190122051125,1.08042557735,1.0418389495875,1.003252321825,0.9569483685100001,0.9260790663,0.8952097640899999,0.8643404618800001,0.8334711596700001,0.80260185746,0.77173255525,0.73330089,0.69486922475,0.6564375597500001,0.61872232175,0.58100708375,0.543291846,0.50557660825,0.46786137025,0.43014613225000004,0.38842035825,0.3466945845,0.30496881075,0.26324303725,0.2215172635,0.17979149,0.133140478,0.08648946625000001,0.03983845425
4,1.2729134372625,1.2343403028,1.1957671683375,1.157194033875,1.1186208994125,1.08004776495,1.0414746304875002,1.002901496025,0.9566137346700001,0.9257552270999999,0.8948967195299999,0.8640382119600001,0.8331797043900001,0.8023211968200001,0.77146268925,0.7330151495,0.69456761,0.6561200705000001,0.61936471075,0.5826093510000001,0.5458539915,0.50909863175,0.47234327200000004,0.43558791249999995,0.39351932175,0.35145073075,0.30938213974999995,0.26731354874999996,0.225244958,0.18317636725,0.1368613035,0.09054623975000001,0.04423117575
5,1.2761432479125003,1.2374722404000003,1.1988012328875002,1.160130225375,1.1214592178625,1.08278821035,1.0441172028375,1.005446195325,0.95904098631,0.9281041803,0.8971673742899999,0.86623056828,0.8352937622700001,0.8043569562600001,0.77342015025,0.73508775525,0.69675536075,0.65842296575,0.6213195712499999,0.58421617625,0.5471127815000001,0.5100093867500001,0.47290599224999996,0.4358025975,0.3933116135,0.35082062925,0.30832964549999997,0.2658386615,0.22334767749999998,0.18085669324999998,0.135894437,0.09093218125,0.04596992525
6,1.2840155340375,1.2451059723999998,1.2061964107624998,1.167286849125,1.1283772874875,1.0894677258499998,1.0505581642125001,1.011648602575,0.96495712861,0.9338294793,0.9027018299899999,0.8715741806800001,0.8404465313700001,0.8093188820600001,0.77819123275,0.74013949,0.70208774725,0.6640360040000001,0.6253794180000001,0.5867228314999999,0.54806624475,0.5094096582500001,0.47075307175000003,0.432096485,0.3892736245,0.346450764,0.30362790325,0.26080504225,0.2179821815,0.175159321,0.13294615625,0.09073299124999999,0.048519826999999995
7,1.2926037337125005,1.2534339236000003,1.2142641134875,1.175094303375,1.1359244932625001,1.09675468315,1.0575848730375002,1.0184150629250002,0.97141129079,0.9400754426999999,0.9087395946099999,0.8774037465200001,0.8460678984300001,0.8147320503400001,0.7833962022500001,0.745650634,0.70790506575,0.6701594977499999,0.62762597,0.5850924427499999,0.5425589152499999,0.5000253875,0.45749185975,0.414958332,0.37221219450000004,0.3294660575,0.28671992025000004,0.24397378274999998,0.20122764525,0.15848150800000002,0.123216509,0.08795150975,0.05268651075
8,1.2799936392375004,1.2412059532000002,1.2024182671625,1.163630581125,1.1248428950875,1.08605520905,1.0472675230125001,1.0084798369749999,0.96193461373,0.9309044649,0.8998743160699999,0.8688441672400001,0.83781401841,0.80678386958,0.77575372075,0.737558595,0.6993634689999999,0.6611683432500001,0.61614978125,0.57113121975,0.52611265775,0.48109409575,0.436075534,0.39105697224999997,0.34982296724999995,0.30858896199999997,0.26735495725,0.22612095200000001,0.18488694675,0.14365294174999998,0.11377023249999998,0.08388752349999999,0.0540048145
9,1.2666669184125001,1.2282830724,1.1898992263875,1.151515380375,1.1131315343625001,1.07474768835,1.0363638423375,0.9979799963250001,0.95191938111,0.9212123042999999,0.8905052274899999,0.85979815068,0.82909107387,0.79838399706,0.76767692025,0.7290066884999999,0.6903364565,0.651666225,0.6024930215,0.5533198182499999,0.5041466145,0.454973411,0.40580020775000003,0.35662700425000005,0.3178592875,0.27909157125,0.24032385474999998,0.20155613825,0.1627884215,0.12402070525,0.10028968074999998,0.076558656,0.0528276315
